@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {anger, no_anger}

@DATA
'Headed to Hospitol  Had to pull out of the Golf Tourny in 3rd place I Think I ReRipped something  Yeah THAT',anger
'Just cleaned mii scrolly ball',anger
'nothings better then going out for chinese at the supperinn with ma fave cousins at 1am',no_anger
'yeaaaahh lunch but no foodmoney',no_anger
'urgh my head is banging',anger
'MENTION Yeahhh thx I figured it out',no_anger
'locked up abroad makes bein half brown good risk mgmt when travelin 3rd world i blend i feel sorry for my hostage magnet white pepo',anger
'they tryna get me 2 sing on mic n i said NO NO NOOOOOOOO',anger
'MENTION How do you vote Im on the website but cant find how to vote',no_anger
'MENTION aha yeah  all else fails just push  yeah we are dont know what time were leaving yet though xx',anger
'MENTION i like the optimism',no_anger
'MENTION logically yes i just have to find one though always seem to see them beside motorways when you cant stop',no_anger
'MENTION It was an app that changed your wallpaper to one of several hundred at random intervals Its hard to find good wallpapers',anger
'Knew she was an idiot',anger
'MENTION Oh you are way up there LOL No wonder it feels like snow',no_anger
'wondering where all the money i earnt this financial year has gone i can account for like 3 grand but wheres the rest',no_anger
BRAINFREEZE,no_anger
'MENTION MENTION sucks about your cat hope you guys feel better',no_anger
'MENTION  walah me 2 still i am not getting the full idea',no_anger
'MENTION MENTION your not talking about your obsession with me right',anger
'Bored Some vector shit Off to work after this class',anger
'feels so used I hate guys grrrr',anger
'MENTION I dont get as much time here either Its going to get worse now that the girls r home for summer  It stinks',anger
'MENTION I just started watching 30 Rock too borrowed seasons 1 and 2 from my dad   so good',no_anger
'MENTION Hey hey No problem',no_anger
'MENTION block this IE6 shit',anger
'MENTION gosh i hate it my school will start in monday too  and my classes will start 600 and end at 1200 ill never had a chance',anger
'Back in Glasgow stuck in traffic on the M8',anger
'MENTION i hope that happens tomorrow then ill be there  Providing my dad gets better to take me',no_anger
'fucken tired as fuck  its sunny good day deffff',anger
'finally home for once after a dope ass week',anger
'MENTION ahh i wish you guys would come to a hot topic near me',anger
'MENTION no sorry twitter sucks balls since the replys change  fixreplies',anger
'Wating to get my hair cut before prom It sucks people screaming instead of talking     Probably going to be wating for another hour',anger
'Boring starting work weekend soon 1st need to get a Tim Coffee so I can make it through this damn night shift',anger
'MENTION damn i always miss it',anger
'MENTION Grrr We dont finish until July 3rd',anger
'MENTION I have my 830 class  fuckin school what time you work wed if jade comes ima have to get her in antioch at amtrak',anger
'MENTION i make them good girls go bad',no_anger
'MENTION Better than work work 10 minutes for lunch work work work Actually it might be I dont work very hard',anger
'MENTION  lol awhhk wats da chances holly gets through den',no_anger
'Our plane had landed FINALLY gonna get to boardan hour late  stupid rain',anger
'MENTION mother is hogging the TV',anger
'Hockey was so fukin good  Fuck you hole xD',anger
'hates having to be at work for six am',anger
'MENTION Going to start very small like 010 or 050  Then slowly to higher stakes',no_anger
'Ahhhh Almost off Cant wait ButI got work again rite after this   HAT CLUB Come  gimme some Company Oh  a Cookie',anger
'School is going to be absolutely horrible today Peace out 09',no_anger
'Gah I sprained my LEFT ankle Just after I got over the torn ligament for my right foot Looks like its back to walking with a cane',anger
'MENTION my computer is being stupid and wont let me vote   if i could i would vote for u',no_anger
'Open office writer is weird I need Word to open word documents correctly',anger
'i hate i hate i hate i hate i hate i hate mothers day',anger
'MENTION well if youre ever headed back to the west coast hit me up I have a tiny place but we can hack and hang out at the beach',no_anger
'MENTION yesh lawl',no_anger
'MENTION mady were did u go  truck did u run away',no_anger
'MENTION they really do need to mind their own business eating disorders are NOT the only reason people have to vomit assholes',anger
'britains got talent lets goooooooooand paige sorry k  haa xxxxx',no_anger
'MENTION I am just okayokay  like the rest of the sane population in the world I hate mondays',anger
'Tweetiful people I am sick',anger
'At home alone with not much to do',no_anger
'went to galveston want to go back',anger
'got such sore feet',anger
'lolmy neighbors must think im nutsfor canucks',no_anger
'MENTION  what Thats so horrible Ill be praying Poor thing',no_anger
'At envy Loving it  best club ever',no_anger
'URL  I wasnt bored really  my redd converse I love converse',no_anger
'MENTION Why so blah',no_anger
'MENTION I was wondering about your sanity for a bit there dear',no_anger
'I have to work in the morning while my friends get to party it upstupid bberry lite flashing red and I have no messages',anger
'i need to see MENTION someone buy me a plane ticket please',no_anger
'finally over my sickness',no_anger
'I think Ive got invisible glass shards in my hands cause my fingers keep having painful pokey feelings',anger
'MENTION  Anyone who can wear Victorias Secret must submit pictures for the rest of us who cannot My secrets must stay secret',anger
'MENTION daaammmnnnnn I do wish I was there',no_anger
'And they are really censoring over at nincom and I really hesitate to go over there are talk about this',anger
'Im really desappointed',anger
'MENTION hey kelliehow are uI FEEL HORRIBLE',no_anger
'Does anyone still play N64 anymore or Super Nintendo Werent those days the best haha So many flashbacks',no_anger
'ebay should just die after not using my account for 4 years i cant unlock it and their support is dead aka autohelloscripts',anger
'MENTION  ur a poopy head',anger
'MENTION u dont have school today',no_anger
'swoobs and swass why the hell is air not on TODAY when I am packing  blech',anger
'is updating an old ipodsadi miss my orange nano',no_anger
'Okay Im seriously bored I have nothing to do I cant go out cause its raining',anger
'Favorite little cartoon movie in the world',no_anger
'MENTION but i went out and bought some nail polish ellen',no_anger
'MENTION  they r the most random things that my mind can churnas the Chennai heat gets to me I can assure u these will b more often',no_anger
'MENTION  I was off by one year I really wanted some of Jamies cooking books in ENGLISH not German',anger
'MENTION haha i WISH i coudl meet you you should stop by seattle some time  home of the STARBUKS  I LOVE YOU DAVID',no_anger
'MENTION Thanks for follow Was just adding you from your twitter page after commenting your blog',no_anger
'FCKeditor is giving me problems Posts just fine but only edits in plain text Help',no_anger
'he just fully yelled MENTION saying dnt be so fcking stupid grow up stop with this band shit then throws the remote at me thnks love u2',anger
'my eyes are streaming i HATE hayfever  its so bad even my tablets arent working',anger
'Oops forgot to shave my legs  Byebye to my favorite cousin   Bklyn two nights in a row We go hardd',no_anger
'My poor andrew just had 2 of his wisdom teeth removed  i wish hell get better fast',no_anger
'Computer pissing me off 4 gig ram 25ghz Dual core and vista freezesfuck you microsofti want win 7',anger
'Wait MENTION and MENTION Electrik Red or Richgirl  Im a sucker for the later',no_anger
'this song is overplayed and i hate that but i dont care right now cuz i wanted to listen to it   URL5z6n5',anger
'MENTION MENTION  someone is ignoring me   being mean',anger
'MENTION You win  SIGH Rakeem',anger
'MENTION omg what a shame about Holliejust watched that clip u posted',no_anger
'Birthday tomorrow Doing jack shit all weekend',anger
'90 degrees gross skies and thunderstormsperfect match for my mood  lol',no_anger
'Bummed that F F F broke up',anger
'Im being so whiny right now Im annoying myself  i need to get some rest tonight after Movie Night kidsitting',anger
'So Things didnt work out as expected well damm',anger
'Rachel and chelsey left me and jenny stole my bike  that makes me muy triste',no_anger
'When youre kawawa you make me kawawa cuz i hate seeing you so kawawas  ohhhhh 3',anger
'Was woken up by my screamin lil nefuew',anger
'it just thundered reallyreally loud at work and this little boy started crying  I wanted to cry tooI hate storms wah',anger
'MENTION Is a WHORE but shell never know I said it cuz she doesnt love her twitter',anger
'Sky man is quite friendlyand likes joey  still annoyed that I got woke up about half eight though',no_anger
'MENTION Wow that really sucks',anger
'MENTION  my thoughts dwell on a certain person',no_anger
'MENTION Britains Got Talent Such a cute little girl Feel so sorry for her   Hope Simon finds the time xx',no_anger
'MENTION lol i dont get enough cause my dad wont let me he keeps waking me up',no_anger
'MENTION UMMMNNN ummmnnn good thanks for letting me know earlier I ate already',no_anger
'MENTION thanks  xxx',no_anger
'About to go to school to help my mother set up for Teacher Appreciation Week How ironic is that Natalee',anger
'MENTION I talked to Kat that is crappy',anger
'Ew traffic',anger
'I think i need some new friends',no_anger
'MENTION BTW nathanfillion is trying to beat his Flight Control score as well maybe you should follow each other',no_anger
'Have a fantastic opening flower drummers From the ALL Asian cast and crew',no_anger
'I hate this bit',anger
