@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE class {angry, disgust, happy, sad, surprise, nocode, not-relevant}

@DATA
'Who is Jackson #Pollock? Kids introduction to the jazzy, action painting man &gt;&gt; URL USER',nocode
'DT UKinGermany: Neil MacGregor - Direktor des USER – hält Queen’s Lecture [URL URL',nocode
'¡COMPARTIENDO EL ARTE está disponible! URL Gracias a USER USER USER',nocode
'A symposium of radical film from contemporary Greece USER URL Sat 4 July',nocode
'USER and is that a neck collar? The neck is so slender.',surprise
'#CanAltay #JeremiahDay #ThessalonikiBiennale USER USER USER USER USER URL',nocode
'USER USER USER Fab!',happy
'USER USER isn\'t that a rest museum I hav been going since I was small mummy are the best',happy
'New #blog on our favourite #portraits to see in #London USER USER USER URL URL',happy
'USER tnx for #ff; USER USER USER USER USER USER  honoured to be in yr company',happy
'USER What better way to spend the day in #London ? URL',happy
'USER on INSTA. Born #onthisday in 1566: King James, the first Stuart king of England and also James VI of… URL',nocode
'Looking forward to USER Egyptian touring exhibition Writing for Eternity USER museum opening tonight URL',happy
'USER carravaggio',nocode
'Really enjoyed the new watercolour exhibition at USER - the Turners are particularly impressive',happy
'Art on loan: Pollock works, overhauled by conservators, travelling to USER Will they be overhauled again? URL',nocode
'USER USER I arrived from Canada a day before my USER field school to \"acclimatize\" but really for this. Good timing!',happy
'USER : the place to be!',happy
'More buzz for USER URL - RT USER Soundscapes: Paintings | Exhibitions and displays | National Gallery...',nocode
'USER USER Sounds great paula-I have been to the Hepworth Museum in Wakefield-really good indeed',happy
'Weapons of resistance: Jandamarra, a hero of the Bunuba people URL via USER',nocode
'USER USER You should interview USER USER #dyspraxic penguins display USER now URL',nocode
'USER  2ndJuly-18th October-photographic exhibition that illustrates the life of actress #Audrey #Hepburn URL',nocode
'Fancy a day out? USER have an Enid Blyton exhibit open today, about her childhood, career and characters! URL',nocode
'We\'re looking forward to going to London tomorrow with our friends at USER - How are you spending your weekend? 🐸',nocode
'USER USER get a magnifying glass no delve deep',nocode
'What can the Old Masters teach us about death? Fascinating event at USER July: URL URL',happy
'{ USER }, #Australia #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics URL',nocode
'USER What areas do you think the National Gallery should focus on collecting next? #askthenationalgallery',nocode
'I\'m at USER in London, Greater London URL',nocode
'Brass astrolabe, made by Muhd Mokîm, India, Neshki script, 1659/60 USER URL',nocode
'Defining Beauty USER is well worth a visit...especially if one enjoys drawing in the dark URL',happy
'USER USER  &amp; what a TREASURE! &gt;&gt;&gt;*&lt;&lt;&lt;',happy
'USER funded USER traineeship at National Museums NI URL URL',not-relevant
'I urge art lovers to boycott USER until USER rep Candy is reinstalled. Human rights more important than pictures USER',angry
'#roman glass in the enlightenment gallery USER Beautiful. URL',happy
'USER : Galeri Seni Kontemporer di Moskow : URL',nocode
'USER USER  What about the horrors of colonialism? Very much glossed over.',sad
'USER USER I agree with you, by the way.',nocode
'{ USER }, #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics URL',nocode
'USER A greave?',nocode
'I\'m at USER in London, Greater London URL',nocode
'USER USER Seriously ? Napoleon and Hitler ? It\'s just stupid.',angry
'This hunting calendar looks like something out of #Grimm, engraved with the names of different Wesen. USER URL',nocode
'USER Vermutlich könnte man es mit einer aufgeschlosseneren Haltung gegenüber Besuchern auch hinbekommen... USER USER',nocode
'#Marr on #StartTheWeek should ask HRothschild when she will negotiate a settlement to USER dispute &amp; remove privatisation threat',nocode
'USER USER ❤👂',nocode
'USER USER he must be an ancestor haha',happy
'Congrats to USER for winning the USER cover prize. Delighted my piece is in the exhibition USER URL',happy
'#ff USER USER USER USER USER USER USER USER USER USER',nocode
'USER Sheffield Student Offers &gt; URL',not-relevant
'USER our secret is a brisk walk in our gardens and lots of tea #birthday',happy
'USER you need to visit USER &amp; see \'Fallen Emperor: Napoleon in Plymouth Sound 1815\'',nocode
'USER USER USER Absolutely, we have some of them, like the uniform which he wore at Marengo URL',nocode
'USER URL',nocode
'Construction steams ahead on Tate St Ives phase two USER USER USER URL via USER',nocode
'One of the best exhibitions around. X-Rays of the ancients USER #8mummies (plus Greek art #DefiningBeauty) URL',happy
'USER cheers for Twitter stuff, should be able to make PV for USER USER next month- I\'ve got cover!',happy
'USER hi- are your evening lectures recorded? Somebody at the Greek/ Enlightenment one tonight mentioned podcasts...',nocode
'USER USER Not many people seem to know about USER double issue. Here are both covers: URL',nocode
'Very excited for Nicholas Thomas USER : A critique of the natural artefact: rethinking re-contextualisation #objects2015',happy
'\'Still Life\' #ContemporaryBritishArtist #ModernistPainter USER USER USER USER URL',nocode
'USER The second GENOCIDE agvainst#Biafrans as promised by#Buhari has begun,3 days of unreported aerial Bombardment in#Biafraland',not-relevant
'#newexpressions field visit USER today- still time to book for visits USER &amp; USER too URL',nocode
'I\'m at USER in London, Greater London URL',nocode
'USER And lack of smell by the look of him',nocode
'USER I \'ve not found the answer to my question to Sir Nicholas....',disgust
'MT USER What do paintings sound like? Read about \"Soundscapes\", USER latest project URL',nocode
'JOB ALERT: USER is hiring a Curator: South Asia with focus on Indian sculpture. Deadline 14th July 2015 URL',not-relevant
'The USER #Watercolour exhibition opens today URL We\'re thrilled to collaborate in #OC2015. More details soon!',happy
'The H-Albion Daily is out! URL Stories via USER USER USER',not-relevant
'#vacancy ALERT: Head of Communications USER URL #artsjobs',nocode
'USER So glad you followed! Interested in ancient manuscripts and rare books? Check URL',happy
'Looking forward to seeing #GlennLigon USER this eve. Still gutted I missed the talk, hoping for a beautiful crowd',happy
'Thanks to John USER for a brilliant guided tour of Blind Spots #JacksonPollock. You\'ve even helped my husband understand the work.',happy
'Wheel-chaired youth I directed to USER today completely touched my heart - love her artwork card :) URL',happy
'Hey USER you meant \"no less strange TO PEOPLE OF THAT F-ED UP TIME\", right? URL',nocode
'USER Can I just barrow this for an evening? So beautiful!',happy
'USER USER Thx for Fav - loved our visit to KY USER join our USER 27 June URL',happy
'#NG365 Pieter de Hooch\'s \"A Woman and her Maid in a Courtyard\" c.1660 USER #art USER URL',nocode
'#ff USER USER USER USER USER USER USER USER USER USER',nocode
'A fine publication 1926 USER Corpus Vasorum Antiquorum - Greek &amp; Roman antiquities URL URL',happy
'A meeting USER today URL URL',nocode
'#ff More #Exeter Pound note people: USER featured on £E10, USER where you will first see the notes &amp; USER on our £E20.',nocode
'USER USER  That is correct@ .',nocode
'amazing: Mongolians reunited with 1920s pics of relatives. River Stars Reindeer USER  URL URL',nocode
'USER USER USER I love intense attention being paid to the…frames.',happy
'Link del día! El link más popular entre la gente que sigo es URL por USER',nocode
'Another stunning location in #Cornwall this time we are in St Ives, home to USER #lovegreatbritain URL',happy
'What lies beneath: drapery and the suggested form URL via USER - Alluring: how surface is made by internal form',nocode
'What picture would you most like to have in the permanent collection USER #AskTheGallery',nocode
'Practising Artist required to run workshops USER URL Quote required. Deadline: Fri 26 June #artopps',not-relevant
'USER USER many thanks - it is sad but I think the USER has now hidden away its Enlightment  gallery demonic mermaid',sad
'We\'re looking forward to welcoming guest speakers from USER USER and USER #BaroqueSSN USER',happy
'Oscars almost ready for the freezer USER needs to be in the deep freeze for a month before joining the tiger! URL',nocode
'#indigenousaustralia exhibition USER was amazing! Well worth a visit.',happy
'USER Nice! Love that I\'m \"touring\" the museum with you while I eat lunch here in Canada!',happy
'Fantastic rehang (love the purple walls!) at #BaroqueSSN study day USER USER URL',happy
'USER USER USER always loved this.',happy
'USER Hello from next door! Dr Penny, what\'s your favourite portrait in the National\'s collection? #AskTheGallery',nocode
'USER USER Yes, from this photo used on the front page of the Daily Sketch,\'tho crowds closer. URL',nocode
'USER USER False teeth where nick named waterloos as teeth taken from the dead soldiers  URL',nocode
'USER #Tiepolo\'s inner world: MERCHANTS OF LIGHT, historical novel by Marta Maretich URL URL',nocode
'#DefiningBeauty: great exhibition USER To see the political/economical situation today, and to think of the Greek Empire then...',happy
'Neil MacGregor - Direktor des USER – hält Queen’s Lecture URL #QueeninGermany',nocode
'Ancient beauty and modern lives URL via USER',happy
'Good day USER USER for  new 17th century display #Baroque #BaroqueSSN USER USER URL',happy
'USER Throughly enjoyed #DefiningBeauty today, and highly recommend everyone to see this superb exhibition before it closes.',happy
'We are looking forward to being at USER on July 23rd for the next #PWA USER #HR',happy
'The Cantabridgia Daili is out! URL Stories via USER USER USER',nocode
'USER has a new incredible show James Richards and the V-A-C Collection and Francis Bacon, it\'s amazing!URL',happy
'Hope our team USER USER had a great time at the USER #Pollock #pressview today! URL',happy
'USER Watercolour - Elements of Nature opens USER  🎨☔️⛅️ URL\" Is this by Samuel Palmer?',nocode
'British Museum: Bonaparte and the British caricature exhibition USER URL',nocode
'USER USER USER USER USER congratulations Helen. Well done.',happy
'USER hey, how are things? went to USER  the other week. Everytime new things reveal themselves to you in that place!!',happy
'USER Had this in a show I curated USER Wasn\'t it painted from a newspaper image, two days after she landed?',surprise
'USER USER Yes, we\'re often going for banal these days. I do believe craft is making a come back. Stay turned.',nocode
'USER USER USER I have feelings when it comes to display of human remains. BM held onto indig remains...',disgust
'#Art Été, Hans Wertinger, vers 1525 via USER URL',nocode
'I\'m at USER in London, Greater London URL',nocode
'Glenn Ligon\'s ‘Encounters and Collisions’ USER opens tomorrow URL URL',nocode
'I love you USER',happy
'The Cambridge Design Daily is out! URL Stories via USER USER USER',happy
'USER : Galeri Seni Kontemporer di Moskow : URL',nocode
'FYI USER USER #ReinstateCandy  URL',nocode
'Director of the USER Sir Frederic Kenyon was artistic advisor to USER - believed in equality for the war dead USER #WW1',nocode
'Champagne amid the rooftops USER - #HappyBirthdayToMe #ilovelondon URL',happy
'USER have a #conferencing &amp; #event showcase on Wed 1 July from 6.45pm. RSVP to VenueHir USER URL',nocode
'USER USER USER Got them, thanks!',happy
'#CanadaHouse was designed by Sir Robert Smirke, who also built the USER #ExploreCanadaHouse URL',nocode
'#AskTheGallery with bodies from Rockerfellers to UK unis divesting from fossil fuel, is USER backward in supporting oil corps?',angry
